target,similarity,source
420f2fd930251db10344c45adf75c3f38cb9d713,0.12156298558975008,07ff62cd1432440eae1778810c1f29536fcbbc94
4eb943bf999ce49e5ebb629d7d0ffee44becff94,0.07995490549333384,07ff62cd1432440eae1778810c1f29536fcbbc94
c61d139a2382760f560164e25e4be264de5dd59f,0.5311363762056016,07ff62cd1432440eae1778810c1f29536fcbbc94
f2b748b9ea96ab4f548d63653ae46ae17cea5a75,0.15782431206531344,fd0da2f1d2b95e5b62221a00ff132219d0c853b7
81aa35a5ab4dcebff9d254cef64cbb6ee80a8756,0.08652879029896221,fd0da2f1d2b95e5b62221a00ff132219d0c853b7
cdbfb3714e19680dafb3711d525b481c08a1566f,0.2785034560044592,fd0da2f1d2b95e5b62221a00ff132219d0c853b7
2ea4a33a468958de14303daaaba2349d0ed07b73,0.1816535065262417,9b7861d28f653ead3e02f1ae5c07540b2d07346d
734906f1bb0eaa751d34919216c7a30649793f29,0.12314188556136862,9b7861d28f653ead3e02f1ae5c07540b2d07346d
ea61d3d488522e63ef21add5cb62e0cb9a8d3fcc,0.0,9b7861d28f653ead3e02f1ae5c07540b2d07346d
abd1d4b24d13b8a5bfbcab3db994a3f33f058709,0.1393816242153944,9b7861d28f653ead3e02f1ae5c07540b2d07346d
2e3e09e48a7a62dc30efd8ef7fc4665a53e84d7a,0.10019765165195632,9b7861d28f653ead3e02f1ae5c07540b2d07346d
fd1e0301c8d276aaa062710b4966e3913465ceb3,0.08148520641296984,9b7861d28f653ead3e02f1ae5c07540b2d07346d
00e6b6ea28c0217d7c7e90824c17b37528f69104,0.08520191034617777,9b7861d28f653ead3e02f1ae5c07540b2d07346d
8adb8257a423f55b1f20ba62c8b20118d76a25c7,0.11780670858920443,e141d68065ce638f9fc4f006eab2f66711e89768
af7802a50a8c294ebfd539ad72158475e5ecd9f2,0.09823381364868414,e141d68065ce638f9fc4f006eab2f66711e89768
02edd775274032afa9fd0420386d38ba3a58c18a,0.09850991505973876,e141d68065ce638f9fc4f006eab2f66711e89768
779b6db80728786392fff652d968c4a87ea68de0,0.06638033010063238,415dca031402b5186c0c8bf00ca7bb60bfedb986
4eb943bf999ce49e5ebb629d7d0ffee44becff94,0.10126334711202756,415dca031402b5186c0c8bf00ca7bb60bfedb986
25c19c8c1d6778a16f8b27beac4d9c6a55357580,0.0,415dca031402b5186c0c8bf00ca7bb60bfedb986
07ff62cd1432440eae1778810c1f29536fcbbc94,0.1489005683927579,c75646b4c7c2be3146d4100faa9709e87b566a29
8adb8257a423f55b1f20ba62c8b20118d76a25c7,0.1509386613313164,c75646b4c7c2be3146d4100faa9709e87b566a29
e141d68065ce638f9fc4f006eab2f66711e89768,0.0836134520093812,c75646b4c7c2be3146d4100faa9709e87b566a29
4eb943bf999ce49e5ebb629d7d0ffee44becff94,0.08537769213726057,c75646b4c7c2be3146d4100faa9709e87b566a29
8e0255de95f7320e2343a7f6576ebddaf144dc9f,0.030636643226811002,c75646b4c7c2be3146d4100faa9709e87b566a29
2f337a8f9942a9f3d58525503b782400715537de,0.1117636759516248,c75646b4c7c2be3146d4100faa9709e87b566a29
408f31b7f1a1b9f4a13ea797b6253585ff361430,0.1704492341764053,c75646b4c7c2be3146d4100faa9709e87b566a29
9c34c574c926f40972b92cee1ae9816c4abe42b3,0.10488878829199316,c75646b4c7c2be3146d4100faa9709e87b566a29
a64ca771a733d58dcbf8f7a3fe65a09310424bf8,0.04785150250093395,c75646b4c7c2be3146d4100faa9709e87b566a29
8adb8257a423f55b1f20ba62c8b20118d76a25c7,0.3259489466985527,26bc0449360d7016f684eafae5b5d2feded32041
408f31b7f1a1b9f4a13ea797b6253585ff361430,0.1130890272778102,26bc0449360d7016f684eafae5b5d2feded32041
8adb8257a423f55b1f20ba62c8b20118d76a25c7,0.18482712482784447,ba18247cd3ce9f711eecc7296f1c3561dbfb6cc2
90a5f6a3f43f62c91dc765af82e0c2930e0c6829,0.10479357560262112,ba18247cd3ce9f711eecc7296f1c3561dbfb6cc2
e141d68065ce638f9fc4f006eab2f66711e89768,0.23662305531493444,ba18247cd3ce9f711eecc7296f1c3561dbfb6cc2
af7802a50a8c294ebfd539ad72158475e5ecd9f2,0.1192515142417409,ba18247cd3ce9f711eecc7296f1c3561dbfb6cc2
44888971171a6dea0b9c46b5bade3b819dd8bc49,0.06591973906047671,ba18247cd3ce9f711eecc7296f1c3561dbfb6cc2
9a607334c1d963b4af29676578e1ef6aa11ba6e7,0.11524096731781099,ba18247cd3ce9f711eecc7296f1c3561dbfb6cc2
f3a98b9686d266558e708faa6b99441fb8256de7,0.0,13369d124474b5f8dcbc70d12296a185832192b2
ba18247cd3ce9f711eecc7296f1c3561dbfb6cc2,0.4117214975663783,13369d124474b5f8dcbc70d12296a185832192b2
49ea1ae95b979cf1d2f2840c901cf2626190faec,0.11429025257016436,43fc4bacab585ee771bbb885afdc164286c6f020
e141d68065ce638f9fc4f006eab2f66711e89768,0.2047263178309821,43fc4bacab585ee771bbb885afdc164286c6f020
26bc0449360d7016f684eafae5b5d2feded32041,0.055080409591530606,43fc4bacab585ee771bbb885afdc164286c6f020
34f8c5769899dfd9450bb13c3f52c18c88444515,0.11333358163165097,43fc4bacab585ee771bbb885afdc164286c6f020
ba18247cd3ce9f711eecc7296f1c3561dbfb6cc2,0.1672288017161457,43fc4bacab585ee771bbb885afdc164286c6f020
13369d124474b5f8dcbc70d12296a185832192b2,0.13532172691572295,43fc4bacab585ee771bbb885afdc164286c6f020
408f31b7f1a1b9f4a13ea797b6253585ff361430,0.15840466141469425,43fc4bacab585ee771bbb885afdc164286c6f020
b13813b49f160e1a2010c44bd4fb3d09a28446e3,0.06194422184593794,43fc4bacab585ee771bbb885afdc164286c6f020
107ef9cef29c6def0e6c8eea39fe9c0bf726f35f,0.09993001005899206,43fc4bacab585ee771bbb885afdc164286c6f020
c61d139a2382760f560164e25e4be264de5dd59f,0.1784017640978628,43fc4bacab585ee771bbb885afdc164286c6f020
a64ca771a733d58dcbf8f7a3fe65a09310424bf8,0.041710883910830866,43fc4bacab585ee771bbb885afdc164286c6f020
9c790c8e2d3bc565d59a91600dac0d8b4d1eedc4,0.15588941257769134,ca7c44df33389ad1dfd81b3fac1aa9176bd4b386
8a7acaf6469c06ae5876d92f013184db5897bb13,0.15785627696660182,ca7c44df33389ad1dfd81b3fac1aa9176bd4b386
8adb8257a423f55b1f20ba62c8b20118d76a25c7,0.16185908366897658,b1ae0fb208fd389d2ff723e5442f9ca7896cb0a4
b554da42487697cb0d01a4146858e966c1d2404f,0.13207585135280486,b1ae0fb208fd389d2ff723e5442f9ca7896cb0a4
25c19c8c1d6778a16f8b27beac4d9c6a55357580,0.0,b1ae0fb208fd389d2ff723e5442f9ca7896cb0a4
8adb8257a423f55b1f20ba62c8b20118d76a25c7,0.19090325034118746,02edd775274032afa9fd0420386d38ba3a58c18a
ca7c44df33389ad1dfd81b3fac1aa9176bd4b386,0.16143515890446894,02edd775274032afa9fd0420386d38ba3a58c18a
2ea4a33a468958de14303daaaba2349d0ed07b73,0.11261590252126374,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
a44112dbb9a08fc45949607ac76ae6efff749694,0.0,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
10a1721e10d56c23724ad7017d30941b4cb890a6,0.16384336248052672,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
ad158fe4994b3b85e30d9c90db6b9dcbca99cfe7,0.11775571696235132,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
df533997c380f86f1161933676fc230e7d170b07,0.06930256739264158,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
ea61d3d488522e63ef21add5cb62e0cb9a8d3fcc,0.0,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
5d7b922d40b00c9dd7ec3d3de196f21fc4cfbad1,0.044671149148946224,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
8adb8257a423f55b1f20ba62c8b20118d76a25c7,0.2410092368035039,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
53193fcf4ad7c0bd69ff0fdbd0cf5725a1e1b618,0.0,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
9b7861d28f653ead3e02f1ae5c07540b2d07346d,0.17051325385800792,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
4be9996d3ce13b0619842cefe1216def2e4647d4,0.1078574179292875,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
26bc0449360d7016f684eafae5b5d2feded32041,0.25153006037584824,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
26d2cf8425a63a9b9d82fba19fffda5a4b38dc40,0.14565984330344486,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
c9282390b4ebe10861d54a1066d5f3907a54608a,0.08174816613594313,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
3c1440071d9cc127126187c7eea675d9443d5eec,0.12456111871000515,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
b554da42487697cb0d01a4146858e966c1d2404f,0.09836578447136396,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
7bdaefdd9954b75fdf305135b27105214c8eac66,0.10346025566773988,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
4eb943bf999ce49e5ebb629d7d0ffee44becff94,0.07852487399850225,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
aa44c5e67bb44a416ea235a154c904bc76173b38,0.12053891304045865,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
44888971171a6dea0b9c46b5bade3b819dd8bc49,0.05155000295002425,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
a8e8f3c8d4418c8d62e306538c9c1292635e9d27,0.07410848093324851,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
ca7c44df33389ad1dfd81b3fac1aa9176bd4b386,0.19831169663605575,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
408f31b7f1a1b9f4a13ea797b6253585ff361430,0.07958197298013958,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
f6f13ce6f02edfff3fdecfbb91adf7258b3f57b9,0.14788549940937645,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
aa6b5f149c220ca660a26f2f66bde3f3dfc15da3,0.04581362137645941,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
02edd775274032afa9fd0420386d38ba3a58c18a,0.20243867992478407,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
153daf9db19515943246a17678dedeb196a2893e,0.0,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
c96fe25817c5fca96719cfa56cdaeeb2d17c93d7,0.023559742562120317,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
944bb9874f26671e1cd64225f1ab2fb01aaf1934,0.08793829221016873,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
e1c3e5263242d3b10c5b256c75bae855c54efb31,0.04758279564213134,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
7fb4d10f6d2ee3133135958aefd50bf22dcced9d,0.09069495259813216,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
00e6b6ea28c0217d7c7e90824c17b37528f69104,0.04519541893428801,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
e1f9ae1751c8727e77d5ead933c4611d824349ea,0.11890182766806436,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
a1829e8cf34f1f60de1a34ab49d8fb74d79e43c4,0.09575371510113727,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
c61d139a2382760f560164e25e4be264de5dd59f,0.16706581076520716,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
cdbfb3714e19680dafb3711d525b481c08a1566f,0.20217535654960656,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
3b8a020bf1b48682508dcf61051267f3f84b1991,0.0,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
6b88f41738085c1a2bffe6123541755b1118e5e2,0.0405843340826211,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
e3c767aed55dbbd33c6f5b2200c3165892017bbd,0.0831551610883525,107ef9cef29c6def0e6c8eea39fe9c0bf726f35f
c4775e2f0d27e8be4aae7b5b5c2560b96ce2eb58,0.1408348821721432,e1f9ae1751c8727e77d5ead933c4611d824349ea
277c68718ebdf79be1d79cb957ac468fa4519277,0.003958671662906138,e1f9ae1751c8727e77d5ead933c4611d824349ea
dbe8c61628896081998d1cd7d10343a45b7061bd,0.2515123032359604,e1f9ae1751c8727e77d5ead933c4611d824349ea
b07ce649d6f6eb636872527104b0209d3edc8188,0.0,e1f9ae1751c8727e77d5ead933c4611d824349ea
71f6064b785b3c21e40f4aed7d894c6a773e578f,0.10351993652710507,e1f9ae1751c8727e77d5ead933c4611d824349ea
3e6bea2649298c68d17b9421fc7dd19eeacc935e,0.20732290877718595,e1f9ae1751c8727e77d5ead933c4611d824349ea
4b04aedcde4166c5534fb01fd11d3c3901e3aaaa,0.07861765729825503,c61d139a2382760f560164e25e4be264de5dd59f
26bc0449360d7016f684eafae5b5d2feded32041,0.23690552825341016,c61d139a2382760f560164e25e4be264de5dd59f
8e0255de95f7320e2343a7f6576ebddaf144dc9f,0.009166617021231468,c61d139a2382760f560164e25e4be264de5dd59f
8adb8257a423f55b1f20ba62c8b20118d76a25c7,0.14251417740828454,a64ca771a733d58dcbf8f7a3fe65a09310424bf8
4eb943bf999ce49e5ebb629d7d0ffee44becff94,0.051679308746318035,a64ca771a733d58dcbf8f7a3fe65a09310424bf8
25c19c8c1d6778a16f8b27beac4d9c6a55357580,0.0,a64ca771a733d58dcbf8f7a3fe65a09310424bf8
07ff62cd1432440eae1778810c1f29536fcbbc94,0.15136638280766818,f62c3868ebabb5d84bfcf1c5eae6d72d5fb33125
daf08d09c0c7eec3d20ca6d45c2b4d43d468a66d,0.0,f62c3868ebabb5d84bfcf1c5eae6d72d5fb33125
59f884480d293672213ca315beec332943b64434,0.15783274126577618,f62c3868ebabb5d84bfcf1c5eae6d72d5fb33125
bc948468c35d7201260c73cad05d14a3fb17e4da,0.11030360780962148,f62c3868ebabb5d84bfcf1c5eae6d72d5fb33125
e141d68065ce638f9fc4f006eab2f66711e89768,0.1192605379065824,f62c3868ebabb5d84bfcf1c5eae6d72d5fb33125
4be9996d3ce13b0619842cefe1216def2e4647d4,0.08725395876959356,f62c3868ebabb5d84bfcf1c5eae6d72d5fb33125
ba18247cd3ce9f711eecc7296f1c3561dbfb6cc2,0.2912593201003549,f62c3868ebabb5d84bfcf1c5eae6d72d5fb33125
06778bd87125a28f0d045e0221ca1b8ad1d469b6,0.17047727781504626,f62c3868ebabb5d84bfcf1c5eae6d72d5fb33125
c9282390b4ebe10861d54a1066d5f3907a54608a,0.12704685633810586,f62c3868ebabb5d84bfcf1c5eae6d72d5fb33125
4eb943bf999ce49e5ebb629d7d0ffee44becff94,0.13991824295948682,f62c3868ebabb5d84bfcf1c5eae6d72d5fb33125
9a607334c1d963b4af29676578e1ef6aa11ba6e7,0.17404888999576534,f62c3868ebabb5d84bfcf1c5eae6d72d5fb33125
b13813b49f160e1a2010c44bd4fb3d09a28446e3,0.28388502180088576,f62c3868ebabb5d84bfcf1c5eae6d72d5fb33125
c61d139a2382760f560164e25e4be264de5dd59f,0.18893124354237006,f62c3868ebabb5d84bfcf1c5eae6d72d5fb33125
1ec3699bfbccedc24de295c362b34b26ae463bd9,0.2266343100208209,f62c3868ebabb5d84bfcf1c5eae6d72d5fb33125
20ab0a3bd31c19058b967a3cf48f2ee79291e384,0.16715601306220534,f62c3868ebabb5d84bfcf1c5eae6d72d5fb33125
07ff62cd1432440eae1778810c1f29536fcbbc94,0.16289049968656602,0b3cfbf79d50dae4a16584533227bb728e3522aa
fd0da2f1d2b95e5b62221a00ff132219d0c853b7,0.10760683586791174,0b3cfbf79d50dae4a16584533227bb728e3522aa
9b7861d28f653ead3e02f1ae5c07540b2d07346d,0.05242042397473285,0b3cfbf79d50dae4a16584533227bb728e3522aa
e141d68065ce638f9fc4f006eab2f66711e89768,0.16084216671934048,0b3cfbf79d50dae4a16584533227bb728e3522aa
415dca031402b5186c0c8bf00ca7bb60bfedb986,0.04225038247352797,0b3cfbf79d50dae4a16584533227bb728e3522aa
c75646b4c7c2be3146d4100faa9709e87b566a29,0.09313500020051428,0b3cfbf79d50dae4a16584533227bb728e3522aa
26bc0449360d7016f684eafae5b5d2feded32041,0.17034983772359846,0b3cfbf79d50dae4a16584533227bb728e3522aa
34f8c5769899dfd9450bb13c3f52c18c88444515,0.09748048374987783,0b3cfbf79d50dae4a16584533227bb728e3522aa
ba18247cd3ce9f711eecc7296f1c3561dbfb6cc2,0.15840222388105513,0b3cfbf79d50dae4a16584533227bb728e3522aa
13369d124474b5f8dcbc70d12296a185832192b2,0.09067893082249052,0b3cfbf79d50dae4a16584533227bb728e3522aa
43fc4bacab585ee771bbb885afdc164286c6f020,0.314322248404688,0b3cfbf79d50dae4a16584533227bb728e3522aa
ca7c44df33389ad1dfd81b3fac1aa9176bd4b386,0.13213152521927582,0b3cfbf79d50dae4a16584533227bb728e3522aa
b1ae0fb208fd389d2ff723e5442f9ca7896cb0a4,0.1031456495061769,0b3cfbf79d50dae4a16584533227bb728e3522aa
02edd775274032afa9fd0420386d38ba3a58c18a,0.1489232618662868,0b3cfbf79d50dae4a16584533227bb728e3522aa
107ef9cef29c6def0e6c8eea39fe9c0bf726f35f,0.13656081273156567,0b3cfbf79d50dae4a16584533227bb728e3522aa
e1f9ae1751c8727e77d5ead933c4611d824349ea,0.06300286982597851,0b3cfbf79d50dae4a16584533227bb728e3522aa
c61d139a2382760f560164e25e4be264de5dd59f,0.18840750783290816,0b3cfbf79d50dae4a16584533227bb728e3522aa
a64ca771a733d58dcbf8f7a3fe65a09310424bf8,0.03170121612011939,0b3cfbf79d50dae4a16584533227bb728e3522aa
f62c3868ebabb5d84bfcf1c5eae6d72d5fb33125,0.10861905775187404,0b3cfbf79d50dae4a16584533227bb728e3522aa
